Species	Status	min_age	max_age
Phrynosomimus_asper	extinct	72.1	83.6
Isodontosaurus_gracilis	extinct	72.1	83.6
Isodontosaurus_gracilis	extinct	70.6	83.5
Isodontosaurus_gracilis	extinct	66	83.6
Myrmecodaptria_microphagosa	extinct	66	83.6
Adamisaurus_magnidentatus	extinct	72.1	83.6
Adamisaurus_magnidentatus	extinct	72.1	83.6
Adamisaurus_magnidentatus	extinct	72.1	83.6
Adamisaurus_magnidentatus	extinct	72.1	83.6
Adamisaurus_magnidentatus	extinct	72.1	83.6
Adamisaurus_magnidentatus	extinct	66	83.6
Adamisaurus_magnidentatus	extinct	70.6	83.5
Adamisaurus_magnidentatus	extinct	70.6	83.5
Gobinatus_arenosus	extinct	72.1	83.6
Gobinatus_arenosus	extinct	66	83.6
Tchingisaurus_multivagus	extinct	72.1	83.6
Pyramicephalosaurus_cherminicus	extinct	72.1	83.6
Gilmoreteius_chulsanensis	extinct	72.1	83.6
Gilmoreteius	extinct	66	83.6
Erdenetesaurus_robinsonae	extinct	70.6	83.5
Cherminsaurus_kozlowskii	extinct	70.6	83.5
Parmeosaurus_scutatus	extinct	66	83.6
Hymenosaurus_clarki	extinct	66	83.6
Slavoia_darevskii	extinct	66	83.6
Scincomorpha	extinct	72.1	83.6
Slavoia_darevskii	extinct	72.1	83.6
Slavoia_darevskii	extinct	70.6	83.5
Globaura_venusta	extinct	66	83.6
Eoxanta_lacertifrons	extinct	72.1	83.6
Globaura_venusta	extinct	72.1	83.6
Globaura_venusta	extinct	70.6	83.5
Carusia_intermedia	extinct	72.1	83.6
Gobiderma_pulchra	extinct	70.6	83.5
Gobiderma_pulchra	extinct	72.1	83.6
Gobiderma_pulchra	extinct	66	83.6
Estesia_mongoliensis	extinct	72.1	83.6
Cherminotus_longifrons	extinct	70.6	83.5
Aiolosaurus_oriens	extinct	72.1	83.6
Varanoidea	extinct	66	83.6
Parmeosaurus_scutatus	extinct	70.6	83.5
Isodontosaurus_gracilis	extinct	70.6	83.5
Phrynosomimus_asper	extinct	72.1	83.6
Isodontosaurus_gracilis	extinct	72.1	83.6
Parmeosaurus_scutatus	extinct	72.1	83.6
Lacertilia	extinct	50.3	55.8
Tiliqua_pusilla	extinct	5.333	11.608
Egernia	extinct	5.333	11.608
Nanowana	extinct	5.333	11.608
Incongruelaps_iteratus	extinct	5.333	11.608
Coluber_viridiflavus	extinct	0.126	0.781
Archaeolacerta_bedriagae	extinct	0.126	0.781
Lacerta	extinct	0.126	0.781
Squamata	extinct	157.3	163.5
Becklesius_hoffstetteri	extinct	152.1	157.3
Dorsetisaurus_purbeckensis	extinct	152.1	157.3
Saurillus_henkeli	extinct	152.1	157.3
Saurillus_obtusus	extinct	152.1	157.3
Saurillodon_proraformis	extinct	152.1	157.3
Madtsoia_madagascariensis	extinct	66	72.1
Lacertilia	extinct	66	72.1
Ophisaurus	extinct	15.97	20.43
Charina_prebottae	extinct	15.97	20.43
Texasophis_fossilis	extinct	15.97	20.43
Gekkonomorpha	extinct	100.5	145
Squamata	extinct	100.5	145
Autarchoglossa	extinct	100.5	145
Iguanidae	extinct	1.8	4.9
Pituophis	extinct	1.8	4.9
Crotalus	extinct	1.8	4.9
Contogenys_ekalakaensis	extinct	61.7	63.3
Palaeoxantusia_fera	extinct	61.7	63.3
Exostinus_lancensis	extinct	61.7	63.3
Odaxosaurus_piger	extinct	61.7	63.3
Gerrhonotus	extinct	61.7	63.3
Provaranosaurus	extinct	61.7	63.3
Oligodontosaurus_wyomingensis	extinct	61.7	63.3
Coniophis_precedens	extinct	61.7	63.3
Coniophis_precedens	extinct	61.7	63.3
Parasauromalus_olseni	extinct	46.2	50.3
Glyptosaurus_sylvestris	extinct	50.3	55.8
Glyptosaurus_sylvestris	extinct	46.2	50.3
Xestops_vagans	extinct	50.3	55.8
Xestops_vagans	extinct	50.3	55.8
Xestops_vagans	extinct	50.3	55.8
Xestops_vagans	extinct	50.3	55.8
Xestops_vagans	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Calamagras_primus	extinct	46.2	50.3
Xestops_vagans	extinct	46.2	50.3
Amphisbaenia	extinct	50.3	55.8
Leptochamops_denticulatus	extinct	66	70.6
Leptochamops_denticulatus	extinct	66	70.6
Squamata	extinct	66	70.6
Chamaeleo	extinct	15.97	16.9
Chamaeleo_caroliquarti	extinct	15.97	16.9
Lacerta	extinct	15.97	16.9
Ophisaurus	extinct	15.97	16.9
Palaeonatrix	extinct	15.97	16.9
Coluber_caspioides	extinct	15.97	16.9
Vipera	extinct	15.97	16.9
Ophisaurus	extinct	15.97	16.9
Plioplatecarpus	extinct	93.5	99.6
Ophisaurus	extinct	11.62	13.82
Neonatrix	extinct	11.62	13.82
Colubrinae	extinct	11.62	13.82
Serpentes	extinct	11.62	13.82
Tupinambis	extinct	0	0.0117
Boidae	extinct	0	0.0117
Colubrinae	extinct	0	0.0117
Crotalinae	extinct	0	0.0117
Lacertilia	extinct	3.6	5.333
Python	extinct	3.6	5.333
Tinosaurus_indicus	extinct	47.8	56
Boidae	extinct	47.8	56
Palaeophiidae	extinct	47.8	56
Dorsetisaurus	extinct	145	150.8
Serpentes	extinct	145	150.8
Diablophis_gilmorei	extinct	145	150.8
Lacertilia	extinct	83.5	85.8
Lacertilia	extinct	66	72.1
Peneteius	extinct	70.6	83.5
Peneteius_saueri	extinct	70.6	83.5
Peneteius_saueri	extinct	70.6	83.5
Dicothodon_bajaensis	extinct	70.6	83.5
Dicothodon	extinct	89.3	93.5
Dicothodon_cifellii	extinct	89.3	93.5
Lacertilia	extinct	93.5	99.6
Lacertilia	extinct	93.5	99.6
Leptochamops	extinct	83.6	89.8
Squamata	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Simoliophis_rochebrunei	extinct	93.5	99.6
Simoliophis_rochebrunei	extinct	93.5	99.6
Serpentes	extinct	93.5	99.6
Crotalus	extinct	0.0117	2.588
Squamata	extinct	46.2	55.8
Machaerosaurus_torrejonensis	extinct	61.7	63.3
Odaxosaurus_piger	extinct	63.3	66
Proxestops_silberlingii	extinct	63.3	66
Proxestops_silberlingii	extinct	63.3	66
Proxestops_silberlingii	extinct	61.7	63.3
Glyptosaurinae	extinct	63.3	66
Glyptosaurinae	extinct	61.7	63.3
Anguidae	extinct	61.7	63.3
Lacertilia	extinct	63.3	66
Bharatagama_rebbanensis	extinct	170.3	182.7
Pterosphenus	extinct	33.9	38
Durotrigia_triconidens	extinct	155.7	161.2
Sceloporus_undulatus	extant	0.0117	0.126
Lacertilia	extinct	190.8	228
Odaxosaurus_piger	extinct	63.3	66
Squamata	extinct	63.3	66
Squamata	extinct	66	70.6
Squamata	extinct	66	70.6
Odaxosaurus_piger	extinct	66	70.6
Squamata	extinct	66	70.6
Serpentes	extinct	41.3	47.8
Ophisaurus	extinct	7.246	11.62
Ophisaurus	extinct	7.246	11.62
Tripennaculus_eatoni	extinct	70.6	83.5
Chamops_segnis	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Leptochamops	extinct	70.6	83.5
Meniscognathus_molybrochoros	extinct	70.6	83.5
Chamops_segnis	extinct	70.6	83.5
Chamops_segnis	extinct	70.6	83.5
Dicothodon_cifellii	extinct	89.3	93.5
Peneteius_saueri	extinct	70.6	83.5
Peneteius_saueri	extinct	70.6	83.5
Eumeces	extinct	13.6	15.97
Calamagras_angulatus	extinct	24.8	26.3
Calamagras_angulatus	extinct	24.8	26.3
Calamagras_angulatus	extinct	24.8	26.3
Calamagras_platyspondyla	extinct	24.8	26.3
Geringophis_depressus	extinct	24.8	26.3
Anilioides_nebraskensis	extinct	24.8	26.3
Goinophis	extinct	24.8	26.3
Goinophis	extinct	24.8	26.3
Helagras_orellanensis	extinct	33.3	33.9
Dicothodon_moorensis	extinct	93.5	105.3
Serpentes	extinct	15.97	20.43
Anolis_carolinensis	extinct	0.126	0.781
Ophisaurus_ventralis	extinct	0.126	0.781
Natricinae	extinct	0.126	0.781
Colubrinae	extinct	0.126	0.781
Farancia	extinct	0.126	0.781
Drymarchon_corais	extinct	0.126	0.781
Elaphe	extinct	0.126	0.781
Lampropeltis_getulus	extant	0.126	0.781
Micrurus	extinct	0.126	0.781
Crotalus_adamanteus	extinct	0.126	0.781
Carphophis_amoenus	extinct	0.0117	0.126
Sceloporus_undulatus	extant	0.0117	0.126
Cnemidophorus_sexlineatus	extinct	0.0117	0.126
Nerodia_sipedon	extinct	0.0117	0.126
Colubridae	extinct	0.0117	0.126
Elaphe_vulpina	extinct	0.0117	0.126
Crotalus_horridus	extinct	0.0117	0.126
Squamata	extinct	170.3	182.7
Paramacellodidae	extinct	109	122.46
Lacertilia	extinct	109	122.46
Lacertilia	extinct	4.9	10.3
Holbrookia	extinct	0.0117	0.126
Sceloporus	extinct	0.0117	0.126
Eumeces	extinct	0.0117	0.126
Crotaphytus	extinct	0.0117	0.126
Phrynosoma	extinct	0.0117	0.126
Phrynosoma	extinct	0.0117	0.126
Phrynosoma	extinct	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Crotaphytus	extinct	0.0117	0.126
Sceloporus	extinct	0.0117	0.126
Urosaurus	extinct	0.0117	0.126
Phrynosoma	extinct	0.0117	0.126
Phrynosoma	extinct	0.0117	0.126
Cnemidophorus	extinct	0.0117	0.126
Salvadora	extinct	0.0117	0.126
Pituophis	extinct	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Lacertilia	extinct	66	72.1
Crotaphytus	extinct	0.0117	0.126
Sceloporus_undulatus	extant	0.0117	0.126
Eumeces	extinct	0.0117	0.126
Heterodon_platyrhinos	extinct	0.0117	0.126
Heterodon_nasicus	extinct	0.0117	0.126
Thamnophis	extinct	0.0117	0.126
Arizona_elegans	extant	0.0117	0.126
Elaphe_obsoleta	extinct	0.0117	0.126
Elaphe_guttata	extinct	0.0117	0.126
Pituophis_melanoleucus	extant	0.0117	0.126
Lampropeltis_triangulum	extinct	0.0117	0.126
Lampropeltis_getulus	extant	0.0117	0.126
Colubridae	extinct	0.0117	0.126
Opheodrys	extinct	0.0117	0.126
Agkistrodon	extinct	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Lacertilia	extinct	70.6	83.5
Palaeophis_toliapicus	extinct	47.8	56
Mosasauridae	extinct	66	72.1
Plotosaurus	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Plesiotylosaurus_crassidens	extinct	66	72.1
Plotosaurus_tuckeri	extinct	66	72.1
Plotosaurus_tuckeri	extinct	66	72.1
Agamidae	extinct	55.8	58.7
Iguanidae	extinct	55.8	58.7
Anguidae	extinct	55.8	58.7
Serpentes	extinct	55.8	58.7
Crotaphytus	extinct	1.8	4.9
Gambelia	extinct	1.8	4.9
Sistrurus	extinct	10.3	13.6
Vipera_(Pelias)_berus	extinct	0.126	0.781
Squamata	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Jepsibaena_minor	extinct	46.2	50.3
Saniwa_ensidens	extinct	40.4	46.2
Peltosaurus_macrodon	extinct	40.4	46.2
Boavus_affinis	extinct	40.4	46.2
Peltosaurus_macrodon	extinct	40.4	46.2
Boavus_affinis	extinct	40.4	46.2
Nerodia	extinct	1.8	4.9
Yabeinosaurus	extinct	122.46	129.4
Crotalus	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Crotalus	extinct	0	0.0117
Serpentes	extinct	0	0.0117
Serpentes	extinct	0	0.0117
Crotaphytus	extinct	0.0117	0.126
Pituophis_melanoleucus	extant	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Coluber_constrictor	extinct	0.0117	0.126
Micrurus	extinct	0.0117	0.126
Gigantophis_garstini	extinct	33.9	38
Pterosphenus_schweinfurthi	extinct	33.9	38
Vastanagama_susanae	extinct	47.8	56
Peltosaurus	extinct	30.8	33.3
Amphisbaenidae	extinct	30.8	33.3
Iguanidae	extinct	30.8	33.3
Boidae	extinct	30.8	33.3
Colubridae	extinct	30.8	33.3
Coniasaurus_crassidens	extinct	93.5	99.6
Squamata	extinct	93.5	99.6
Paramacellodus	extinct	145	157.3
Carlesia	extinct	5.333	11.608
Dallasaurus_turneri	extinct	89.3	93.5
Pterosphenus_schucherti	extinct	33.9	38
Palaeophis	extinct	33.9	41.3
Halisaurus_sternbergi	extinct	70.6	85.8
Halisaurus_sternbergi	extinct	66	86.3
Clidastes_propython	extinct	66	86.3
Clidastes_propython	extinct	70.6	85.8
Clidastes_propython	extinct	70.6	85.8
Clidastes_propython	extinct	70.6	85.8
Clidastes_propython	extinct	70.6	85.8
Globidens_alabamensis	extinct	66	86.3
Platecarpus	extinct	66	86.3
Prognathodon	extinct	66	86.3
Tylosaurus_zangerli	extinct	83.6	86.3
Tylosaurus	extinct	66	86.3
Mosasauridae	extinct	72.1	83.6
Squamata	extinct	140.2	145
Python_sebae	extant	0	0.0117
Varanus	extinct	0	0.0117
Python_sebae	extant	0	0.0117
Mosasauridae	extinct	66	72.1
Mosasauridae	extinct	66	72.1
Tylosaurus	extinct	83.5	85.8
Mosasauridae	extinct	83.5	85.8
Boidae	extinct	15.97	20.43
Clidastes_intermedius	extinct	66	86.3
Selmasaurus_russelli	extinct	70.6	85.8
Squamata	extinct	0.0117	0.126
Anolis_carolinensis	extinct	0.0117	0.126
Carphophis	extinct	0.0117	0.126
Coluber_constrictor	extinct	0.0117	0.126
Diadophis_punctatus	extinct	0.0117	0.126
Elaphe	extinct	0.0117	0.126
Elaphe_guttata	extinct	0.0117	0.126
Elaphe_vulpina	extinct	0.0117	0.126
Heterodon	extinct	0.0117	0.126
Lampropeltis_getulus	extant	0.0117	0.126
Lampropeltis_triangulum	extinct	0.0117	0.126
Nerodia	extinct	0.0117	0.126
Opheodrys	extinct	0.0117	0.126
Storeria	extinct	0.0117	0.126
Thamnophis	extinct	0.0117	0.126
Thamnophis_sirtalis	extant	0.0117	0.126
Crotalus_horridus	extinct	0.0117	0.126
Mosasauridae	extinct	70.6	83.5
Lacertidae	extinct	125.45	136.4
Lacertilia	extinct	48.6	58.7
Serpentes	extinct	48.6	58.7
Slavoia_darevskii	extinct	70.6	83.5
Varanidae	extinct	70.6	86.3
Rottophis_atavus	extinct	23.03	28.4
Aniliidae	extinct	28.4	33.9
Falseryx_neervelpensis	extinct	28.4	33.9
Messelophis_variatus	extinct	40.4	48.6
Rieppelophis_ermannorum	extinct	40.4	48.6
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Parophisaurus_pawneensis	extinct	33.3	33.9
Anguimorpha	extinct	55.8	56.8
Varanoidea	extinct	55.8	56.8
Squamata	extinct	50.3	55.8
Varanus_rusingensis	extinct	15.97	20.44
Varanus	extinct	15.97	23.03
Selmasaurus_johnsoni	extinct	70.6	85.8
Judeasaurus_tchernovi	extinct	89.3	99.6
Tianyusaurus_zhengi	extinct	66	100.5
Afairiguana_avius	extinct	50.3	55.8
Bahndwivici_ammoskius	extinct	50.3	55.8
Saniwa_ensidens	extinct	50.3	55.8
Saniwa_ensidens	extinct	50.3	55.8
Palaeosaniwa	extinct	56.8	61.7
Odaxosaurus	extinct	56.8	61.7
Proxestops_silberlingii	extinct	56.8	61.7
Squamata	extinct	56.8	61.7
Proxestops_silberlingii	extinct	61.7	63.3
Sceloporus	extinct	0.0117	2.588
Elgaria_multicarinata	extinct	0.0117	2.588
Coluber_constrictor	extinct	0.0117	2.588
Thamnophis	extinct	0.0117	2.588
Mosasauridae	extinct	83.6	89.8
Pituophis_melanoleucus	extant	0.0117	0.126
Lampropeltis_getulus	extant	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Lacertilia	extinct	113	125
Tylosaurus	extinct	83.6	93.9
Pontosaurus	extinct	93.5	99.6
Aphanizocnemus_libanensis	extinct	93.5	99.6
Prognathodon	extinct	70.6	83.5
Clidastes	extinct	70.6	83.5
Borioteiioidea	extinct	66	70.6
Australophis_anilioides	extinct	66	83.5
Lacertilia	extinct	66	72.1
Komensaurus_carrolli	extinct	93.5	99.6
Natricinae	extinct	4.9	10.3
Viperidae	extinct	4.9	10.3
Mosasauridae	extinct	66	100.5
Scincidae	extinct	0.0117	0.126
Plioplatecarpus	extinct	61.7	70.6
Mosasauridae	extinct	93.5	105.3
Varanoidea	extinct	66	83.5
Scincoidea	extinct	93.5	99.6
Simoliophis_rochebrunei	extinct	93.5	99.6
Squamata	extinct	70.6	83.5
Squamata	extinct	130	136.4
Meyasaurus	extinct	125.45	130
Paramacellodidae	extinct	125.45	130
Squamata	extinct	66	70.6
Lacertilia	extinct	161.2	164.7
Iguanidae	extinct	66	70.6
Serpentes	extinct	48.6	58.7
Serpentes	extinct	28.4	33.9
Elaphe_kansensis	extinct	4.9	10.3
Coluber_constrictor	extinct	13.6	15.97
Thamnophis	extinct	4.9	10.3
Heterodon_plionasicus	extinct	4.9	10.3
Coluber_constrictor	extinct	4.9	10.3
Crotalus	extinct	4.9	10.3
Elaphe_obsoleta	extinct	4.9	10.3
Lampropeltis	extinct	4.9	10.3
Nerodia	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Elaphe_obsoleta	extinct	1.8	4.9
Coluber_constrictor	extinct	1.8	4.9
Agkistrodon	extinct	1.8	4.9
Nerodia	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Coluber_constrictor	extinct	1.8	4.9
Lampropeltis_getulus	extant	1.8	4.9
Elaphe_obsoleta	extinct	1.8	4.9
Heterodon_plionasicus	extinct	1.8	4.9
Heterodon_platyrhinos	extinct	1.8	4.9
Agkistrodon	extinct	1.8	4.9
Crotalus	extinct	1.8	4.9
Sistrurus	extinct	1.8	4.9
Nerodia	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Heterodon_plionasicus	extinct	1.8	4.9
Pituophis	extinct	1.8	4.9
Elaphe_obsoleta	extinct	1.8	4.9
Lampropeltis_getulus	extant	1.8	4.9
Lampropeltis	extinct	1.8	4.9
Coluber_constrictor	extinct	1.8	4.9
Agkistrodon	extinct	1.8	4.9
Crotalus	extinct	1.8	4.9
Nerodia	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Elaphe_obsoleta	extinct	1.8	4.9
Heterodon_plionasicus	extinct	1.8	4.9
Heterodon_platyrhinos	extinct	1.8	4.9
Lampropeltis_getulus	extant	1.8	4.9
Lampropeltis	extinct	1.8	4.9
Pituophis	extinct	1.8	4.9
Coluber_constrictor	extinct	1.8	4.9
Agkistrodon	extinct	1.8	4.9
Crotalus	extinct	1.8	4.9
Sistrurus	extinct	1.8	4.9
Nerodia	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Heterodon_platyrhinos	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Elaphe	extinct	1.8	4.9
Coluber_constrictor	extinct	1.8	4.9
Elaphe_obsoleta	extinct	1.8	4.9
Thamnophis	extinct	1.8	4.9
Nerodia	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Storeria	extinct	0.3	1.8
Heterodon_nasicus	extinct	1.8	4.9
Coluber_constrictor	extinct	1.8	4.9
Pituophis	extinct	1.8	4.9
Elaphe_obsoleta	extinct	1.8	4.9
Lampropeltis_getulus	extant	1.8	4.9
Lampropeltis	extinct	1.8	4.9
Rhinocheilus	extinct	1.8	4.9
Agkistrodon	extinct	1.8	4.9
Crotalus	extinct	1.8	4.9
Sistrurus	extinct	1.8	4.9
Nerodia	extinct	0.3	1.8
Heterodon_platyrhinos	extinct	0.3	1.8
Elaphe_obsoleta	extinct	0.3	1.8
Lampropeltis	extinct	0.3	1.8
Nerodia	extinct	0.3	1.8
Heterodon_platyrhinos	extinct	0.3	1.8
Elaphe_obsoleta	extinct	0.3	1.8
Lampropeltis	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Heterodon_nasicus	extinct	0.3	1.8
Nerodia	extinct	0.3	1.8
Nerodia	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Coluber_constrictor	extinct	0.3	1.8
Pituophis	extinct	0.3	1.8
Nerodia	extinct	0.0117	0.126
Thamnophis	extinct	0.0117	0.126
Heterodon_nasicus	extinct	0.0117	0.126
Heterodon_platyrhinos	extinct	0.0117	0.126
Coluber_constrictor	extinct	0.0117	0.126
Pituophis	extinct	0.0117	0.126
Elaphe_obsoleta	extinct	0.0117	0.126
Lampropeltis_getulus	extant	0.0117	0.126
Lampropeltis	extinct	0.0117	0.126
Lampropeltis_calligaster	extinct	0.0117	0.126
Lampropeltis	extinct	0.0117	0.126
Nerodia	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Storeria	extinct	0.3	1.8
Heterodon	extinct	0.3	1.8
Coluber_constrictor	extinct	0.3	1.8
Lampropeltis_getulus	extant	0.3	1.8
Diadophis	extinct	0.3	1.8
Agkistrodon	extinct	0.3	1.8
Crotalus	extinct	0.3	1.8
Thamnophis	extinct	0.3	1.8
Storeria	extinct	0.3	1.8
Heterodon_nasicus	extinct	0.3	1.8
Lampropeltis_calligaster	extinct	0.3	1.8
Nerodia_sipedon	extinct	0.012	1.8
Thamnophis	extinct	0.0117	0.126
Elaphe_obsoleta	extinct	0.0117	0.126
Thamnophis	extinct	0.0117	0.126
Thamnophis	extinct	0.0117	0.126
Squamata	extinct	66	83.5
Leiodon	extinct	136.4	140.2
Serpentes	extinct	8.7	11.1
Prognathodon	extinct	66	70.6
Mosasauridae	extinct	66	70.6
Varanoidea	extinct	85.8	93.5
Mosasauridae	extinct	85.8	93.5
Mosasauridae	extinct	70.6	83.5
Mosasaurus	extinct	70.6	83.5
Dollosaurus	extinct	70.6	83.5
Prognathodon	extinct	70.6	83.5
Platecarpus	extinct	70.6	83.5
Hainosaurus	extinct	70.6	83.5
Mosasauridae	extinct	93.9	113
Dolichosaurus_longicollis	extinct	89.8	100.5
Mosasaurus	extinct	89.8	100.5
Dolichosaurus_longicollis	extinct	89.8	100.5
Mosasaurus	extinct	89.8	100.5
Lacerta	extinct	0.0117	2.588
Colubrinae	extinct	0.0117	2.588
Furcifer	extinct	0	0.0117
Paroedura	extinct	0	0.0117
Zonosaurus	extinct	0	0.0117
Acrantophis	extinct	0	0.0117
Leioheterodon	extinct	0	0.0117
Boidae	extinct	0.0117	0.126
Coluber_constrictor	extinct	0.0117	0.126
Crotaphytus	extinct	0.0117	0.126
Cnemidophorus	extinct	0.0117	0.126
Salvadora	extinct	0.0117	0.126
Pituophis	extinct	0.0117	0.126
Lampropeltis_getulus	extant	0.0117	0.126
Crotalus	extinct	0.0117	0.126
Colubrinae	extinct	0.0117	0.126
Natricinae	extinct	0.0117	0.126
Serpentes	extinct	0.0117	2.588
Iguanidae	extinct	0	2.588
Colubridae	extinct	0.0117	0.126
Serpentes	extinct	0.0117	0.126
Contogenys_sloani	extinct	63.3	66
Palaeoscincosaurus_pharkidodon	extinct	70.6	83.5
Palaeoscincosaurus_pharkidodon	extinct	70.6	83.5
Palaeoscincosaurus_pharkidodon	extinct	70.6	83.5
Utahgenys_evansi	extinct	89.8	93.9
Utahgenys	extinct	93.9	100.5
Holbrookia	extinct	0	0.126
Holbrookia	extinct	0	0.126
Callisaurus	extinct	0	0.126
Crotaphytus	extinct	0	0.126
Sceloporus	extinct	0	0.126
Sceloporus	extinct	0	0.126
Sceloporus_undulatus	extant	0	0.126
Urosaurus	extinct	0	0.126
Phrynosoma	extinct	0	0.126
Phrynosoma	extinct	0	0.126
Phrynosoma	extinct	0	0.126
Cnemidophorus	extinct	0	0.126
Heloderma	extinct	0	0.126
Masticophis	extinct	0	0.126
Salvadora	extinct	0	0.126
Arizona_elegans	extant	0	0.126
Pituophis_melanoleucus	extant	0	0.126
Lampropeltis_getulus	extant	0	0.126
Lampropeltis	extinct	0	0.126
Rhinocheilus	extinct	0	0.126
Gyalopion	extinct	0	0.126
Trimorphodon	extinct	0	0.126
Hypsiglena	extinct	0	0.126
Crotalus	extinct	0	0.126
Crotalus	extinct	0	0.126
Crotalinae	extinct	0.0117	0.126
Colubridae	extinct	0.0117	0.126
Colubridae	extinct	0.0117	0.126
Boinae	extinct	41.3	47.8
Varanus	extinct	0.781	2.588
Russellosaurus_coheni	extinct	89.3	93.5
Dorsetisauridae	extinct	132.9	145
Coniasaurus_crassidens	extinct	93.5	99.6
Thecadactylus_rapicauda	extant	0	0.0117
Anolis	extinct	0	0.0117
Typhlops	extinct	0	0.0117
Leiocephalus	extinct	0	0.0117
Ameiva	extinct	0	0.0117
Boidae	extinct	0	0.0117
Boa_constrictor	extant	0	0.0117
Mosasauridae	extinct	83.6	86.3
Russellosaurina	extinct	83.6	89.8
Mosasauridae	extinct	83.6	100.5
Mosasauridae	extinct	66	100.5
Squamata	extinct	208.5	228
Tiliqua	extinct	0.0117	2.588
Tiliqua	extinct	0.0117	2.588
Palaeosaniwa	extinct	70.6	83.5
Squamata	extinct	66	83.5
Mosasaurus_hoffmanni	extinct	66	70.6
Scincomorpha	extinct	136.4	140.2
Aigialosauridae	extinct	136.4	140.2
Adriosaurus_skrbinensis	extinct	93.5	99.6
Madtsoia_madagascariensis	extinct	66	72.1
Madtsoia_madagascariensis	extinct	66	72.1
Madtsoia_madagascariensis	extinct	66	72.1
Madtsoia_madagascariensis	extinct	66	72.1
Latoplatecarpus_nichollsae	extinct	70.6	83.5
Madtsoia_madagascariensis	extinct	66	72.1
Madtsoia_madagascariensis	extinct	66	72.1
Madtsoia_madagascariensis	extinct	66	72.1
Menarana_nosymena	extinct	66	72.1
Menarana_nosymena	extinct	66	72.1
Madtsoia_madagascariensis	extinct	66	72.1
Menarana_nosymena	extinct	66	72.1
Menarana_nosymena	extinct	66	72.1
Kelyophis_hechti	extinct	66	72.1
Kelyophis_hechti	extinct	66	72.1
Adinophis_fisaka	extinct	66	72.1
Serpentes	extinct	66	72.1
Adinophis_fisaka	extinct	66	72.1
Serpentes	extinct	66	72.1
Serpentes	extinct	66	72.1
Serpentes	extinct	66	72.1
Globidens_alabamensis	extinct	70.6	83.5
Taniwhasaurus_oweni	extinct	66	83.6
Mosasaurus_hoffmanni	extinct	66	70.6
Carinodens_belgicus	extinct	66	70.6
Pluridens_walkeri	extinct	66	72.1
Halisaurus	extinct	83.6	86.3
Meyasaurus_faurai	extinct	125	129.4
Meyasaurus_faurai	extinct	125.45	130
Meyasaurus_crusafonti	extinct	125	129.4
Lacertilia	extinct	100.5	125
Carentonosaurus_mineaui	extinct	93.5	99.6
Carentonosaurus	extinct	93.5	99.6
Dolichosauridae	extinct	93.5	99.6
Simoliophis	extinct	93.5	99.6
Platecarpus_tympaniticus	extinct	70.6	85.8
Squamata	extinct	99.6	105.3
Halisaurus_platyspondylus	extinct	66	72.1
Mosasaurus_conodon	extinct	66	72.1
Mosasaurus_beaugei	extinct	66	70.6
Pseudosaurillus_becklesi	extinct	140.2	145
Becklesius	extinct	140.2	145
Paramacellodus	extinct	140.2	145
Dorsetisaurus	extinct	140.2	145
Parasaurillus_pseudobtusus	extinct	140.2	145
Squamata	extinct	140.2	145
Squamata	extinct	140.2	145
Squamata	extinct	140.2	145
Dorsetisaurus	extinct	140.2	145
Paramacellodus	extinct	140.2	145
Parasaurillus_pseudobtusus	extinct	140.2	145
Squamata	extinct	140.2	145
Parasaurillus_pseudobtusus	extinct	140.2	145
Squamata	extinct	140.2	145
Squamata	extinct	140.2	145
Squamata	extinct	140.2	145
